Tanggal;Provinsi;Kondisi Penyerta;Total
2021-04-30;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;403
2021-05-01;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;409
2021-05-02;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;412
2021-05-04;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;420
2021-05-06;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;428
2021-05-08;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;442
2021-05-10;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;451
2021-05-13;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;464
2021-05-14;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;466
2021-05-16;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;469
2021-05-19;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;482
2021-05-25;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;515
2021-05-26;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;523
2021-05-29;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;538
2021-05-31;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;549
2021-06-02;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;555
2021-06-10;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;585
2021-06-12;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;590
2021-06-13;KEPULAUAN BANGKA BELITUNG;Tuberkolosis;591
2021-03-24;KEPULAUAN RIAU;Tuberkolosis;271
2021-03-28;KEPULAUAN RIAU;Tuberkolosis;274
2021-04-07;KEPULAUAN RIAU;Tuberkolosis;282
2021-04-12;KEPULAUAN RIAU;Tuberkolosis;288
2021-04-15;KEPULAUAN RIAU;Tuberkolosis;295
2021-04-16;KEPULAUAN RIAU;Tuberkolosis;297
2021-04-17;KEPULAUAN RIAU;Tuberkolosis;299
2021-04-18;KEPULAUAN RIAU;Tuberkolosis;302
2021-04-19;KEPULAUAN RIAU;Tuberkolosis;303
2021-04-20;KEPULAUAN RIAU;Tuberkolosis;305
2021-04-21;KEPULAUAN RIAU;Tuberkolosis;307
2021-04-22;KEPULAUAN RIAU;Tuberkolosis;310
2021-04-23;KEPULAUAN RIAU;Tuberkolosis;311
2021-04-24;KEPULAUAN RIAU;Tuberkolosis;314
2021-04-25;KEPULAUAN RIAU;Tuberkolosis;319
2021-04-26;KEPULAUAN RIAU;Tuberkolosis;323
2021-04-27;KEPULAUAN RIAU;Tuberkolosis;325
2021-04-30;KEPULAUAN RIAU;Tuberkolosis;335
2021-05-01;KEPULAUAN RIAU;Tuberkolosis;341
2021-05-02;KEPULAUAN RIAU;Tuberkolosis;345
2021-05-04;KEPULAUAN RIAU;Tuberkolosis;354
2021-05-06;KEPULAUAN RIAU;Tuberkolosis;364
2021-05-08;KEPULAUAN RIAU;Tuberkolosis;370
2021-05-10;KEPULAUAN RIAU;Tuberkolosis;376
2021-05-13;KEPULAUAN RIAU;Tuberkolosis;387
2021-05-14;KEPULAUAN RIAU;Tuberkolosis;390
2021-05-16;KEPULAUAN RIAU;Tuberkolosis;403
2021-05-19;KEPULAUAN RIAU;Tuberkolosis;415
2021-05-25;KEPULAUAN RIAU;Tuberkolosis;453
2021-05-26;KEPULAUAN RIAU;Tuberkolosis;459
2021-05-29;KEPULAUAN RIAU;Tuberkolosis;491
2021-05-31;KEPULAUAN RIAU;Tuberkolosis;505
2021-06-02;KEPULAUAN RIAU;Tuberkolosis;522
2021-06-10;KEPULAUAN RIAU;Tuberkolosis;587
2021-06-12;KEPULAUAN RIAU;Tuberkolosis;604
2021-06-13;KEPULAUAN RIAU;Tuberkolosis;610
2021-03-24;LAMPUNG;Tuberkolosis;411
2021-03-28;LAMPUNG;Tuberkolosis;416
2021-04-07;LAMPUNG;Tuberkolosis;429
2021-04-12;LAMPUNG;Tuberkolosis;437
2021-04-15;LAMPUNG;Tuberkolosis;443
2021-04-16;LAMPUNG;Tuberkolosis;445
2021-04-17;LAMPUNG;Tuberkolosis;447
2021-04-18;LAMPUNG;Tuberkolosis;450
2021-04-19;LAMPUNG;Tuberkolosis;452
2021-04-20;LAMPUNG;Tuberkolosis;456
2021-04-21;LAMPUNG;Tuberkolosis;458
2021-04-22;LAMPUNG;Tuberkolosis;460
2021-04-23;LAMPUNG;Tuberkolosis;463
2021-04-24;LAMPUNG;Tuberkolosis;465
2021-04-25;LAMPUNG;Tuberkolosis;467
2021-04-26;LAMPUNG;Tuberkolosis;469
2021-04-27;LAMPUNG;Tuberkolosis;471
2021-04-30;LAMPUNG;Tuberkolosis;479
2021-05-01;LAMPUNG;Tuberkolosis;481
2021-05-02;LAMPUNG;Tuberkolosis;483
2021-05-04;LAMPUNG;Tuberkolosis;488
2021-05-06;LAMPUNG;Tuberkolosis;492
2021-05-08;LAMPUNG;Tuberkolosis;496
2021-05-10;LAMPUNG;Tuberkolosis;499
2021-05-13;LAMPUNG;Tuberkolosis;506
2021-05-14;LAMPUNG;Tuberkolosis;507
2021-05-16;LAMPUNG;Tuberkolosis;510
2021-05-19;LAMPUNG;Tuberkolosis;516
2021-05-25;LAMPUNG;Tuberkolosis;531
2021-05-26;LAMPUNG;Tuberkolosis;533
2021-05-29;LAMPUNG;Tuberkolosis;540
2021-05-31;LAMPUNG;Tuberkolosis;546
2021-06-02;LAMPUNG;Tuberkolosis;552
2021-06-10;LAMPUNG;Tuberkolosis;575
2021-06-12;LAMPUNG;Tuberkolosis;581
2021-06-13;LAMPUNG;Tuberkolosis;584
2021-03-24;MALUKU;Tuberkolosis;218
2021-03-28;MALUKU;Tuberkolosis;220
2021-04-07;MALUKU;Tuberkolosis;222
2021-04-12;MALUKU;Tuberkolosis;223
2021-04-15;MALUKU;Tuberkolosis;224
2021-04-16;MALUKU;Tuberkolosis;224
2021-04-17;MALUKU;Tuberkolosis;224
2021-04-18;MALUKU;Tuberkolosis;225
2021-04-19;MALUKU;Tuberkolosis;225
2021-04-20;MALUKU;Tuberkolosis;225
2021-04-21;MALUKU;Tuberkolosis;225
2021-04-22;MALUKU;Tuberkolosis;225
2021-04-23;MALUKU;Tuberkolosis;225
2021-04-24;MALUKU;Tuberkolosis;225
2021-04-25;MALUKU;Tuberkolosis;225
2021-04-26;MALUKU;Tuberkolosis;225
2021-04-27;MALUKU;Tuberkolosis;225
2021-04-30;MALUKU;Tuberkolosis;226
2021-05-01;MALUKU;Tuberkolosis;226
2021-05-02;MALUKU;Tuberkolosis;226
2021-05-04;MALUKU;Tuberkolosis;226
2021-05-06;MALUKU;Tuberkolosis;227
2021-05-08;MALUKU;Tuberkolosis;228
2021-05-10;MALUKU;Tuberkolosis;228
2021-05-13;MALUKU;Tuberkolosis;228
2021-05-14;MALUKU;Tuberkolosis;229
2021-05-16;MALUKU;Tuberkolosis;229
2021-05-19;MALUKU;Tuberkolosis;230
2021-05-25;MALUKU;Tuberkolosis;232
2021-05-26;MALUKU;Tuberkolosis;232
2021-05-29;MALUKU;Tuberkolosis;232
2021-05-31;MALUKU;Tuberkolosis;232
2021-06-02;MALUKU;Tuberkolosis;232
2021-06-10;MALUKU;Tuberkolosis;235
2021-06-12;MALUKU;Tuberkolosis;236
2021-06-13;MALUKU;Tuberkolosis;237
2021-03-24;MALUKU UTARA;Tuberkolosis;129
2021-03-28;MALUKU UTARA;Tuberkolosis;129
2021-04-07;MALUKU UTARA;Tuberkolosis;131
2021-04-12;MALUKU UTARA;Tuberkolosis;131
2021-04-15;MALUKU UTARA;Tuberkolosis;131
2021-04-16;MALUKU UTARA;Tuberkolosis;131
2021-04-17;MALUKU UTARA;Tuberkolosis;131
2021-04-18;MALUKU UTARA;Tuberkolosis;131
2021-04-19;MALUKU UTARA;Tuberkolosis;131
2021-04-20;MALUKU UTARA;Tuberkolosis;132
2021-04-21;MALUKU UTARA;Tuberkolosis;132
2021-04-22;MALUKU UTARA;Tuberkolosis;132
2021-04-23;MALUKU UTARA;Tuberkolosis;132
2021-04-24;MALUKU UTARA;Tuberkolosis;132
2021-04-25;MALUKU UTARA;Tuberkolosis;132
2021-04-26;MALUKU UTARA;Tuberkolosis;132
2021-04-27;MALUKU UTARA;Tuberkolosis;132
2021-04-30;MALUKU UTARA;Tuberkolosis;133
2021-05-01;MALUKU UTARA;Tuberkolosis;133
2021-05-02;MALUKU UTARA;Tuberkolosis;133
2021-05-04;MALUKU UTARA;Tuberkolosis;133
2021-05-06;MALUKU UTARA;Tuberkolosis;133
2021-05-08;MALUKU UTARA;Tuberkolosis;133
2021-05-10;MALUKU UTARA;Tuberkolosis;133
2021-05-13;MALUKU UTARA;Tuberkolosis;133
2021-05-14;MALUKU UTARA;Tuberkolosis;133
2021-05-16;MALUKU UTARA;Tuberkolosis;133
2021-05-19;MALUKU UTARA;Tuberkolosis;134
2021-05-25;MALUKU UTARA;Tuberkolosis;135
2021-05-26;MALUKU UTARA;Tuberkolosis;135
2021-05-29;MALUKU UTARA;Tuberkolosis;135
2021-05-31;MALUKU UTARA;Tuberkolosis;136
2021-06-02;MALUKU UTARA;Tuberkolosis;136
2021-06-10;MALUKU UTARA;Tuberkolosis;138
2021-06-12;MALUKU UTARA;Tuberkolosis;138
2021-06-13;MALUKU UTARA;Tuberkolosis;138
2021-03-24;NUSA TENGGARA BARAT;Tuberkolosis;281
2021-03-28;NUSA TENGGARA BARAT;Tuberkolosis;284
2021-04-07;NUSA TENGGARA BARAT;Tuberkolosis;292
2021-04-12;NUSA TENGGARA BARAT;Tuberkolosis;296
2021-04-15;NUSA TENGGARA BARAT;Tuberkolosis;298
2021-04-16;NUSA TENGGARA BARAT;Tuberkolosis;300
2021-04-17;NUSA TENGGARA BARAT;Tuberkolosis;301
2021-04-18;NUSA TENGGARA BARAT;Tuberkolosis;301
2021-04-19;NUSA TENGGARA BARAT;Tuberkolosis;303
2021-04-20;NUSA TENGGARA BARAT;Tuberkolosis;303
2021-04-21;NUSA TENGGARA BARAT;Tuberkolosis;305
2021-04-22;NUSA TENGGARA BARAT;Tuberkolosis;305
2021-04-23;NUSA TENGGARA BARAT;Tuberkolosis;305
2021-04-24;NUSA TENGGARA BARAT;Tuberkolosis;305
2021-04-25;NUSA TENGGARA BARAT;Tuberkolosis;305
2021-04-26;NUSA TENGGARA BARAT;Tuberkolosis;307
2021-04-27;NUSA TENGGARA BARAT;Tuberkolosis;309
2021-04-30;NUSA TENGGARA BARAT;Tuberkolosis;313
2021-05-01;NUSA TENGGARA BARAT;Tuberkolosis;314
2021-05-02;NUSA TENGGARA BARAT;Tuberkolosis;315
2021-05-04;NUSA TENGGARA BARAT;Tuberkolosis;319
2021-05-06;NUSA TENGGARA BARAT;Tuberkolosis;321
2021-05-08;NUSA TENGGARA BARAT;Tuberkolosis;322
2021-05-10;NUSA TENGGARA BARAT;Tuberkolosis;323
2021-05-13;NUSA TENGGARA BARAT;Tuberkolosis;324
2021-05-14;NUSA TENGGARA BARAT;Tuberkolosis;325
2021-05-16;NUSA TENGGARA BARAT;Tuberkolosis;326
2021-05-19;NUSA TENGGARA BARAT;Tuberkolosis;329
2021-05-25;NUSA TENGGARA BARAT;Tuberkolosis;333
2021-05-26;NUSA TENGGARA BARAT;Tuberkolosis;334
2021-05-29;NUSA TENGGARA BARAT;Tuberkolosis;349
2021-05-31;NUSA TENGGARA BARAT;Tuberkolosis;359
2021-06-02;NUSA TENGGARA BARAT;Tuberkolosis;365
2021-06-10;NUSA TENGGARA BARAT;Tuberkolosis;377
2021-06-12;NUSA TENGGARA BARAT;Tuberkolosis;378
2021-06-13;NUSA TENGGARA BARAT;Tuberkolosis;379
2021-03-24;NUSA TENGGARA TIMUR;Tuberkolosis;360
2021-03-28;NUSA TENGGARA TIMUR;Tuberkolosis;365
2021-04-07;NUSA TENGGARA TIMUR;Tuberkolosis;381
2021-04-12;NUSA TENGGARA TIMUR;Tuberkolosis;385
2021-04-15;NUSA TENGGARA TIMUR;Tuberkolosis;392
2021-04-16;NUSA TENGGARA TIMUR;Tuberkolosis;396
2021-04-17;NUSA TENGGARA TIMUR;Tuberkolosis;397
2021-04-18;NUSA TENGGARA TIMUR;Tuberkolosis;397
2021-04-19;NUSA TENGGARA TIMUR;Tuberkolosis;398
2021-04-20;NUSA TENGGARA TIMUR;Tuberkolosis;405
2021-04-21;NUSA TENGGARA TIMUR;Tuberkolosis;413
2021-04-22;NUSA TENGGARA TIMUR;Tuberkolosis;417
2021-04-23;NUSA TENGGARA TIMUR;Tuberkolosis;418
2021-04-24;NUSA TENGGARA TIMUR;Tuberkolosis;420
2021-04-25;NUSA TENGGARA TIMUR;Tuberkolosis;420
2021-04-26;NUSA TENGGARA TIMUR;Tuberkolosis;422
2021-04-27;NUSA TENGGARA TIMUR;Tuberkolosis;426
2021-04-30;NUSA TENGGARA TIMUR;Tuberkolosis;431
2021-05-01;NUSA TENGGARA TIMUR;Tuberkolosis;432
2021-05-02;NUSA TENGGARA TIMUR;Tuberkolosis;439
2021-05-04;NUSA TENGGARA TIMUR;Tuberkolosis;443
2021-05-06;NUSA TENGGARA TIMUR;Tuberkolosis;453
2021-05-08;NUSA TENGGARA TIMUR;Tuberkolosis;458
2021-05-10;NUSA TENGGARA TIMUR;Tuberkolosis;461
2021-05-13;NUSA TENGGARA TIMUR;Tuberkolosis;465
2021-05-14;NUSA TENGGARA TIMUR;Tuberkolosis;467
2021-05-16;NUSA TENGGARA TIMUR;Tuberkolosis;467
2021-05-19;NUSA TENGGARA TIMUR;Tuberkolosis;471
2021-05-25;NUSA TENGGARA TIMUR;Tuberkolosis;477
2021-05-26;NUSA TENGGARA TIMUR;Tuberkolosis;477
2021-05-29;NUSA TENGGARA TIMUR;Tuberkolosis;483
2021-05-31;NUSA TENGGARA TIMUR;Tuberkolosis;488
2021-06-02;NUSA TENGGARA TIMUR;Tuberkolosis;490
2021-06-10;NUSA TENGGARA TIMUR;Tuberkolosis;511
2021-06-12;NUSA TENGGARA TIMUR;Tuberkolosis;513
2021-06-13;NUSA TENGGARA TIMUR;Tuberkolosis;515
2021-03-24;PAPUA;Tuberkolosis;573
2021-03-28;PAPUA;Tuberkolosis;583
2021-04-07;PAPUA;Tuberkolosis;594
2021-04-12;PAPUA;Tuberkolosis;602
2021-04-15;PAPUA;Tuberkolosis;604
2021-04-16;PAPUA;Tuberkolosis;605
2021-04-17;PAPUA;Tuberkolosis;606
2021-04-18;PAPUA;Tuberkolosis;606
2021-04-19;PAPUA;Tuberkolosis;607
2021-04-20;PAPUA;Tuberkolosis;607
2021-04-21;PAPUA;Tuberkolosis;608
2021-04-22;PAPUA;Tuberkolosis;608
2021-04-23;PAPUA;Tuberkolosis;608
2021-04-24;PAPUA;Tuberkolosis;609
2021-04-25;PAPUA;Tuberkolosis;609
2021-04-26;PAPUA;Tuberkolosis;609
2021-04-27;PAPUA;Tuberkolosis;609
2021-04-30;PAPUA;Tuberkolosis;611
2021-05-01;PAPUA;Tuberkolosis;611
2021-05-02;PAPUA;Tuberkolosis;611
2021-05-04;PAPUA;Tuberkolosis;611
2021-05-06;PAPUA;Tuberkolosis;612
2021-05-08;PAPUA;Tuberkolosis;612
2021-05-10;PAPUA;Tuberkolosis;613
2021-05-13;PAPUA;Tuberkolosis;613
2021-05-14;PAPUA;Tuberkolosis;613
2021-05-16;PAPUA;Tuberkolosis;613
2021-05-19;PAPUA;Tuberkolosis;613
2021-05-25;PAPUA;Tuberkolosis;614
2021-05-26;PAPUA;Tuberkolosis;614
2021-05-29;PAPUA;Tuberkolosis;614
2021-05-31;PAPUA;Tuberkolosis;614
2021-06-02;PAPUA;Tuberkolosis;614
2021-06-10;PAPUA;Tuberkolosis;616
2021-06-12;PAPUA;Tuberkolosis;618
2021-06-13;PAPUA;Tuberkolosis;618
2021-03-24;PAPUA BARAT;Tuberkolosis;244
2021-03-28;PAPUA BARAT;Tuberkolosis;248
2021-04-07;PAPUA BARAT;Tuberkolosis;254
2021-04-12;PAPUA BARAT;Tuberkolosis;256
2021-04-15;PAPUA BARAT;Tuberkolosis;259
2021-04-16;PAPUA BARAT;Tuberkolosis;260
2021-04-17;PAPUA BARAT;Tuberkolosis;261
2021-04-18;PAPUA BARAT;Tuberkolosis;262
2021-04-19;PAPUA BARAT;Tuberkolosis;262
2021-04-20;PAPUA BARAT;Tuberkolosis;262
2021-04-21;PAPUA BARAT;Tuberkolosis;263
2021-04-22;PAPUA BARAT;Tuberkolosis;263
2021-04-23;PAPUA BARAT;Tuberkolosis;264
2021-04-24;PAPUA BARAT;Tuberkolosis;265
2021-04-25;PAPUA BARAT;Tuberkolosis;265
2021-04-26;PAPUA BARAT;Tuberkolosis;265
2021-04-27;PAPUA BARAT;Tuberkolosis;266
2021-04-30;PAPUA BARAT;Tuberkolosis;268
2021-05-01;PAPUA BARAT;Tuberkolosis;269
2021-05-02;PAPUA BARAT;Tuberkolosis;270
2021-05-04;PAPUA BARAT;Tuberkolosis;270
2021-05-06;PAPUA BARAT;Tuberkolosis;271
2021-05-08;PAPUA BARAT;Tuberkolosis;272
2021-05-10;PAPUA BARAT;Tuberkolosis;273
2021-05-13;PAPUA BARAT;Tuberkolosis;274
2021-05-14;PAPUA BARAT;Tuberkolosis;274
2021-05-16;PAPUA BARAT;Tuberkolosis;275
2021-05-19;PAPUA BARAT;Tuberkolosis;275
2021-05-25;PAPUA BARAT;Tuberkolosis;278
2021-05-26;PAPUA BARAT;Tuberkolosis;278
2021-05-29;PAPUA BARAT;Tuberkolosis;279
2021-05-31;PAPUA BARAT;Tuberkolosis;279
2021-06-02;PAPUA BARAT;Tuberkolosis;280
2021-06-10;PAPUA BARAT;Tuberkolosis;283
2021-06-12;PAPUA BARAT;Tuberkolosis;284
2021-06-13;PAPUA BARAT;Tuberkolosis;284
2021-03-24;RIAU;Tuberkolosis;1016
2021-03-28;RIAU;Tuberkolosis;1032
2021-04-07;RIAU;Tuberkolosis;1080
2021-04-12;RIAU;Tuberkolosis;1114
2021-04-15;RIAU;Tuberkolosis;1140
2021-04-16;RIAU;Tuberkolosis;1147
2021-04-17;RIAU;Tuberkolosis;1157
2021-04-18;RIAU;Tuberkolosis;1166
2021-04-19;RIAU;Tuberkolosis;1173
2021-04-20;RIAU;Tuberkolosis;1186
2021-04-21;RIAU;Tuberkolosis;1199
2021-04-22;RIAU;Tuberkolosis;1212
2021-04-23;RIAU;Tuberkolosis;1226
2021-04-24;RIAU;Tuberkolosis;1239
2021-04-25;RIAU;Tuberkolosis;1251
2021-04-26;RIAU;Tuberkolosis;1269
2021-04-27;RIAU;Tuberkolosis;1281
2021-04-30;RIAU;Tuberkolosis;1328
2021-05-01;RIAU;Tuberkolosis;1340
2021-05-02;RIAU;Tuberkolosis;1357
2021-05-04;RIAU;Tuberkolosis;1382
2021-05-06;RIAU;Tuberkolosis;1415
2021-05-08;RIAU;Tuberkolosis;1453
2021-05-10;RIAU;Tuberkolosis;1483
2021-05-13;RIAU;Tuberkolosis;1532
2021-05-14;RIAU;Tuberkolosis;1535
2021-05-16;RIAU;Tuberkolosis;1550
2021-05-19;RIAU;Tuberkolosis;1581
2021-05-25;RIAU;Tuberkolosis;1685
2021-05-26;RIAU;Tuberkolosis;1707
2021-05-29;RIAU;Tuberkolosis;1766
2021-05-31;RIAU;Tuberkolosis;1802
2021-06-02;RIAU;Tuberkolosis;1834
2021-06-10;RIAU;Tuberkolosis;1939
2021-06-12;RIAU;Tuberkolosis;1963
2021-06-13;RIAU;Tuberkolosis;1972
2021-03-24;SULAWESI BARAT;Tuberkolosis;161
2021-03-28;SULAWESI BARAT;Tuberkolosis;161
2021-04-07;SULAWESI BARAT;Tuberkolosis;161
2021-04-12;SULAWESI BARAT;Tuberkolosis;162
2021-04-15;SULAWESI BARAT;Tuberkolosis;162
2021-04-16;SULAWESI BARAT;Tuberkolosis;162
2021-04-17;SULAWESI BARAT;Tuberkolosis;162
2021-04-18;SULAWESI BARAT;Tuberkolosis;162
2021-04-19;SULAWESI BARAT;Tuberkolosis;162
2021-04-20;SULAWESI BARAT;Tuberkolosis;162
2021-04-21;SULAWESI BARAT;Tuberkolosis;163
2021-04-22;SULAWESI BARAT;Tuberkolosis;163
2021-04-23;SULAWESI BARAT;Tuberkolosis;163
2021-04-24;SULAWESI BARAT;Tuberkolosis;163
2021-04-25;SULAWESI BARAT;Tuberkolosis;163
2021-04-26;SULAWESI BARAT;Tuberkolosis;163
2021-04-27;SULAWESI BARAT;Tuberkolosis;163
2021-04-30;SULAWESI BARAT;Tuberkolosis;163
2021-05-01;SULAWESI BARAT;Tuberkolosis;164
2021-05-02;SULAWESI BARAT;Tuberkolosis;164
2021-05-04;SULAWESI BARAT;Tuberkolosis;164
2021-05-06;SULAWESI BARAT;Tuberkolosis;164
2021-05-08;SULAWESI BARAT;Tuberkolosis;164
2021-05-10;SULAWESI BARAT;Tuberkolosis;164
2021-05-13;SULAWESI BARAT;Tuberkolosis;165
2021-05-14;SULAWESI BARAT;Tuberkolosis;165
2021-05-16;SULAWESI BARAT;Tuberkolosis;165
2021-05-19;SULAWESI BARAT;Tuberkolosis;165
2021-05-25;SULAWESI BARAT;Tuberkolosis;165
2021-05-26;SULAWESI BARAT;Tuberkolosis;165
2021-05-29;SULAWESI BARAT;Tuberkolosis;165
2021-05-31;SULAWESI BARAT;Tuberkolosis;165
2021-06-02;SULAWESI BARAT;Tuberkolosis;165
2021-06-10;SULAWESI BARAT;Tuberkolosis;168
2021-06-12;SULAWESI BARAT;Tuberkolosis;168
2021-06-13;SULAWESI BARAT;Tuberkolosis;168
2021-03-24;SULAWESI SELATAN;Tuberkolosis;1777
2021-03-28;SULAWESI SELATAN;Tuberkolosis;1782
2021-04-07;SULAWESI SELATAN;Tuberkolosis;1809
2021-04-12;SULAWESI SELATAN;Tuberkolosis;1821
2021-04-15;SULAWESI SELATAN;Tuberkolosis;1831
2021-04-16;SULAWESI SELATAN;Tuberkolosis;1832
2021-04-17;SULAWESI SELATAN;Tuberkolosis;1833
2021-04-18;SULAWESI SELATAN;Tuberkolosis;1834
2021-04-19;SULAWESI SELATAN;Tuberkolosis;1834
2021-04-20;SULAWESI SELATAN;Tuberkolosis;1836
2021-04-21;SULAWESI SELATAN;Tuberkolosis;1838
2021-04-22;SULAWESI SELATAN;Tuberkolosis;1839
2021-04-23;SULAWESI SELATAN;Tuberkolosis;1840
2021-04-24;SULAWESI SELATAN;Tuberkolosis;1840
2021-04-25;SULAWESI SELATAN;Tuberkolosis;1840
2021-04-26;SULAWESI SELATAN;Tuberkolosis;1841
2021-04-27;SULAWESI SELATAN;Tuberkolosis;1843
2021-04-30;SULAWESI SELATAN;Tuberkolosis;1845
2021-05-01;SULAWESI SELATAN;Tuberkolosis;1846
2021-05-02;SULAWESI SELATAN;Tuberkolosis;1846
2021-05-04;SULAWESI SELATAN;Tuberkolosis;1847
2021-05-06;SULAWESI SELATAN;Tuberkolosis;1847
2021-05-08;SULAWESI SELATAN;Tuberkolosis;1849
2021-05-10;SULAWESI SELATAN;Tuberkolosis;1850
2021-05-13;SULAWESI SELATAN;Tuberkolosis;1851
2021-05-14;SULAWESI SELATAN;Tuberkolosis;1851
2021-05-16;SULAWESI SELATAN;Tuberkolosis;1851
2021-05-19;SULAWESI SELATAN;Tuberkolosis;1854
2021-05-25;SULAWESI SELATAN;Tuberkolosis;1860
2021-05-26;SULAWESI SELATAN;Tuberkolosis;1861
2021-05-29;SULAWESI SELATAN;Tuberkolosis;1863
2021-05-31;SULAWESI SELATAN;Tuberkolosis;1865
2021-06-02;SULAWESI SELATAN;Tuberkolosis;1867
2021-06-10;SULAWESI SELATAN;Tuberkolosis;1878
2021-06-12;SULAWESI SELATAN;Tuberkolosis;1880
2021-06-13;SULAWESI SELATAN;Tuberkolosis;1880
2021-03-24;SULAWESI TENGAH;Tuberkolosis;331
2021-03-28;SULAWESI TENGAH;Tuberkolosis;333
2021-04-07;SULAWESI TENGAH;Tuberkolosis;343
2021-04-12;SULAWESI TENGAH;Tuberkolosis;347
2021-04-15;SULAWESI TENGAH;Tuberkolosis;352
2021-04-16;SULAWESI TENGAH;Tuberkolosis;352
2021-04-17;SULAWESI TENGAH;Tuberkolosis;355
2021-04-18;SULAWESI TENGAH;Tuberkolosis;355
2021-04-19;SULAWESI TENGAH;Tuberkolosis;357
2021-04-20;SULAWESI TENGAH;Tuberkolosis;358
2021-04-21;SULAWESI TENGAH;Tuberkolosis;358
2021-04-22;SULAWESI TENGAH;Tuberkolosis;359
2021-04-23;SULAWESI TENGAH;Tuberkolosis;360
2021-04-24;SULAWESI TENGAH;Tuberkolosis;361
2021-04-25;SULAWESI TENGAH;Tuberkolosis;361
2021-04-26;SULAWESI TENGAH;Tuberkolosis;363
2021-04-27;SULAWESI TENGAH;Tuberkolosis;364
2021-04-30;SULAWESI TENGAH;Tuberkolosis;368
2021-05-01;SULAWESI TENGAH;Tuberkolosis;369
2021-05-02;SULAWESI TENGAH;Tuberkolosis;369
2021-05-04;SULAWESI TENGAH;Tuberkolosis;372
2021-05-06;SULAWESI TENGAH;Tuberkolosis;374
2021-05-08;SULAWESI TENGAH;Tuberkolosis;376
2021-05-10;SULAWESI TENGAH;Tuberkolosis;376
2021-05-13;SULAWESI TENGAH;Tuberkolosis;380
2021-05-14;SULAWESI TENGAH;Tuberkolosis;380
2021-05-16;SULAWESI TENGAH;Tuberkolosis;381
2021-05-19;SULAWESI TENGAH;Tuberkolosis;382
2021-05-25;SULAWESI TENGAH;Tuberkolosis;384
2021-05-26;SULAWESI TENGAH;Tuberkolosis;385
2021-05-29;SULAWESI TENGAH;Tuberkolosis;386
2021-05-31;SULAWESI TENGAH;Tuberkolosis;387
2021-06-02;SULAWESI TENGAH;Tuberkolosis;388
2021-06-10;SULAWESI TENGAH;Tuberkolosis;392
2021-06-12;SULAWESI TENGAH;Tuberkolosis;392
2021-06-13;SULAWESI TENGAH;Tuberkolosis;392
2021-03-24;SULAWESI TENGGARA;Tuberkolosis;307
2021-03-28;SULAWESI TENGGARA;Tuberkolosis;307
2021-04-07;SULAWESI TENGGARA;Tuberkolosis;309
2021-04-12;SULAWESI TENGGARA;Tuberkolosis;310
2021-04-15;SULAWESI TENGGARA;Tuberkolosis;310
2021-04-16;SULAWESI TENGGARA;Tuberkolosis;310
2021-04-17;SULAWESI TENGGARA;Tuberkolosis;310
2021-04-18;SULAWESI TENGGARA;Tuberkolosis;310
2021-04-19;SULAWESI TENGGARA;Tuberkolosis;311
2021-04-20;SULAWESI TENGGARA;Tuberkolosis;311
2021-04-21;SULAWESI TENGGARA;Tuberkolosis;311
2021-04-22;SULAWESI TENGGARA;Tuberkolosis;311
2021-04-23;SULAWESI TENGGARA;Tuberkolosis;311
2021-04-24;SULAWESI TENGGARA;Tuberkolosis;312
2021-04-25;SULAWESI TENGGARA;Tuberkolosis;312
2021-04-26;SULAWESI TENGGARA;Tuberkolosis;312
2021-04-27;SULAWESI TENGGARA;Tuberkolosis;312
2021-04-30;SULAWESI TENGGARA;Tuberkolosis;313
2021-05-01;SULAWESI TENGGARA;Tuberkolosis;313
2021-05-02;SULAWESI TENGGARA;Tuberkolosis;313
2021-05-04;SULAWESI TENGGARA;Tuberkolosis;313
2021-05-06;SULAWESI TENGGARA;Tuberkolosis;313
2021-05-08;SULAWESI TENGGARA;Tuberkolosis;314
2021-05-10;SULAWESI TENGGARA;Tuberkolosis;314
2021-05-13;SULAWESI TENGGARA;Tuberkolosis;314
2021-05-14;SULAWESI TENGGARA;Tuberkolosis;314
2021-05-16;SULAWESI TENGGARA;Tuberkolosis;314
2021-05-19;SULAWESI TENGGARA;Tuberkolosis;314
2021-05-25;SULAWESI TENGGARA;Tuberkolosis;315
2021-05-26;SULAWESI TENGGARA;Tuberkolosis;315
